parcelId,BuildingType,PrimaryPropertyType,LargestPropertyUseType,YearBuilt,NumberofBuildings,NumberofFloors,SourceEUI,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
2767604965,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2009,1,8,151.8999939,447755,67,18011944,Ballard Park Apartments,447755,255668,1,GOOD,STRUCTURAL STEEL,2012,Yes,FORCED AIR UNIT,1,100,APARTMENT (300),Long Rect or Irreg,Yes,8,2009
2767700100,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1969,1,7,157.1999969,52926,17,2979413.5,BALLARD HOUSE,52926,43684,1,AVERAGE,MASONRY,1997,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,7,1969
2767700235,Nonresidential COS,Other,Library,2004,1,1,196.3000031,30576,,1533245.75,PUBLIC LIBRARY,30576,30576,1,GOOD,REINFORCED CONCRETE,2010,Yes,FORCED AIR UNIT,1,100,"LIBRARY, PUBLIC (337)",Rect or Slight Irreg,Yes,1,2004
2767700375,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1999,1,6,82.30000305,46070,91,887022.875,Apt with com'l space,46070,30775,1,AVERAGE/GOOD,WOOD FRAME,2010,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1999
2767700765,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1993,1,6,76.09999847,40740,,694903.8125,MIXED USE STRUCTURE OFFICE/APTS,40740,25217,1,AVERAGE/GOOD,WOOD FRAME,2008,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1993
2767700935,NonResidential,Other,Social/Meeting Hall,1924,1,2,35.29999924,21528,,306911.0938,FRATERNAL BUILDING W/STREET LEVEL RETAIL,21528,14352,1,AVERAGE,MASONRY,1980,,HOT WATER,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,,2,1924
2767701080,NonResidential,Other,Strip Mall,1928,1,2,123.5,30000,,1094940.75,BALLARD SQUARE,30000,25828,1,AVERAGE,MASONRY,1975,Yes,HOT WATER,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,1928
2767701230,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,8,45.90000153,243928,88,6914839.5,Leva on Market,353054,193308,1,GOOD,WOOD FRAME,2012,Yes,ELECTRIC,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,8,2008
2569910000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2003,1,5,68.40000153,28879,,524144.6875,,,,,,,,,,,,,,,,
2569930000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1997,1,4,67.40000153,20406,,584545.625,"1 COMM'L UNIT, also 14 Residential Units",2398,2398,1,AVERAGE,WOOD FRAME,1997,Yes,ELECTRIC,1,100,"CONDO, RETAIL (846)",Very Irreg,Yes,1,1997
2570280000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1910,1,6,65.30000305,34909,90,726124.625,29 RESIDL + 3 COML UNITS,4450,4450,1,AVERAGE,MASONRY,1980,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,,6,1910
2585000000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1909,1,6,76.09999847,201656,75,4059424.75,108 RES UNITS + 8 COML UNITS,13418,13418,1,AVERAGE,REINFORCED CONCRETE,1991,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,6,1909
2586900000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2007,1,4,97.5,82486,65,1191189.25,FLORERA CONDOMINIUM,21139,21068,1,GOOD,REINFORCED CONCRETE,2007,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Long Rect or Irreg,Yes,1,2007
2589300006,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1959,1,3,100.4000015,45201,60,1445538.625,PARKWAY HOUSE,45201,33834,1,AVERAGE,WOOD FRAME,1988,No,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1959
2589300045,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1962,1,3,96.59999847,43330,47,1332927.125,THE FONTANELLE,43330,35563,1,AVERAGE,WOOD FRAME,1990,Yes,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1962
2607790000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1996,1,3,57.29999924,32112,99,564988.8125,,,,,,,,,,,,,,,,
2607870000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2005,1,5,89,29888,60,1049436.25,Commercial A,806,806,1,AVERAGE/GOOD,WOOD FRAME,2006,,ELECTRIC WALL,1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,Yes,1,2006
2607980000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1988,1,4,0,47647,,0,FORTE' CONDOMINIUM,2026,2026,1,AVERAGE/GOOD,WOOD FRAME,2009,No,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2009
2617480000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1992,1,10,134.6000061,31152,34,1170864.125,,,,,,,,,,,,,,,,
2617550000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1984,1,3,86.69999695,23210,69,601818.625,,,,,,,,,,,,,,,,
2646600000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1979,1,4,83.5,27533,61,864420.875,,,,,,,,,,,,,,,,
2660500400,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1969,1,3,102.6999969,30216,53,987987.3125,44- Unit Apt,30216,24258,1,LOW COST,WOOD FRAME,1988,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,1969
2662650000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1999,1,8,44,35364,100,637053.1875,FUJISADA CONDOMINIUM,5312,5312,1,GOOD,WOOD FRAME,1999,Yes,FORCED AIR UNIT,1,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,8,1999
2767703760,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1960,1,4,69.90000153,41076,88,913117.6875,RUSSELL PARK APARTMENTS,41076,33702,1,AVERAGE,WOOD FRAME,1993,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1960
2767703835,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1960,1,4,77.5,24948,98,616130,CENTRAL PARK APTS 30 UNITS,24948,21884,1,AVERAGE,WOOD FRAME,1993,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1960
2767704040,NonResidential,Other,Other,1942,1,2,542.0999756,30087,,5274642,TELEPHONE EXCHANGE BLDG,30087,30087,1,AVERAGE,STRUCTURAL STEEL,1976,,WARMED AND COOLED AIR,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1942
2768302590,NonResidential,Worship Facility,Worship Facility,1975,1,1,34.40000153,40445,92,786253.6875,Religous facility/Retail,40445,40445,1,AVERAGE,MASONRY,1988,,WARMED AND COOLED AIR,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1975
2768302800,NonResidential,Retail Store,Retail Store,1996,1,1,141.6999969,23500,53,1137967.5,DISCOUNT STORE,23500,23500,1,GOOD,MASONRY,2006,,SPACE HEATERS,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,1996
2769601465,NonResidential,Retail Store,Retail Store,1967,1,1,148,22420,82,1404253.75,BIG BOX STORE (OLD SAFEWAY SUPERMARKET),22420,22420,1,AVERAGE,MASONRY,1985,,HEAT PUMP,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,No,1,1967
2770100000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1968,1,4,84.59999847,23728,73,639566.875,CONDO in use as apt - 23 UNITS,23728,19891,1,AVERAGE,WOOD FRAME,1992,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,,4,1968
2770602300,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2007,1,4,99.5,42763,58,986353.125,32-Unit Mixed Use Apt,42763,25801,1,GOOD,WOOD FRAME,2012,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,2007
2770602660,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1961,1,1,718.7000122,25842,35,8518313,SUPERMARKET,26748,26748,1,AVERAGE,MASONRY,1999,,HEAT PUMP,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,2,1961
2770602690,NonResidential,Small- and Mid-Sized Office,Office,1992,1,3,143.6999969,26389,,1208035.375,OFFICE,26389,26389,1,AVERAGE,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,1992
2770603315,NonResidential,Small- and Mid-Sized Office,Office,1982,1,3,88.69999695,25859,88,858780.625,OFFICE BUILDING,25859,15591,1,AVERAGE,WOOD FRAME,1982,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1982
2771605265,NonResidential,Warehouse,Non-Refrigerated Warehouse,1974,1,1,173,25600,1,1730600.625,FISH PACKING PLANT,13892,13892,1,AVERAGE,MASONRY,1972,,NO HEAT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1972
2771605305,NonResidential,Other,Manufacturing/Industrial Plant,1965,1,1,68.40000153,23169,,222255.9063,LIGHT INDUSTRIAL & OFFICE,22856,22856,1,AVERAGE,MASONRY,1997,,FORCED AIR UNIT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1965
2771605313,NonResidential,Small- and Mid-Sized Office,Office,2008,1,4,121.8000031,41784,89,1294615.25,OFFICE BUILDING-condo offices,41784,31866,1,AVERAGE/GOOD,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,2008
2771605365,NonResidential,Warehouse,Non-Refrigerated Warehouse,1960,1,1,54.5,56884,71,1388345.125,WAREHOUSE,30528,30528,1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1958
2772500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2000,0,6,196.1999969,34582,,1083156.5,commercial office,1793,1793,1,AVERAGE,WOOD FRAME,2000,Yes,FORCED AIR UNIT,1,100,"CONDO, OFFICE (845)",Long Rect or Irreg,Yes,6,2000
2776600104,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1988,1,3,73.09999847,23835,93,555153.125,CROWN POINT APTS,32076,20260,1,AVERAGE,WOOD FRAME,2002,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,1988
2776600135,NonResidential,Retail Store,Retail Store,1989,1,1,148.3999939,32810,66,2017967.75,BIG BOX STORE (OLD QFC SUPERMARKET),32810,32810,1,AVERAGE,WOOD FRAME,1990,,HEAT PUMP,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,1989
2784100055,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1999,1,3,86.09999847,42260,64,841821,APT BLDG - 35 units,42260,24431,1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,1999
2784600070,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1910,1,3,76.5,22704,84,1287159.25,LITTLEFIELD,22704,15882,1,AVERAGE,WOOD FRAME,1984,No,HOT WATER,3,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1910
2770603945,NonResidential,Self-Storage Facility,Self-Storage Facility,1980,1,3,9.899999619,30989,,97690.39844,MINI-WAREHOUSE & CARETAKERS UNIT,30989,24208,1,GOOD,WOOD FRAME,1989,Yes,NO HEAT,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,3,1980
2770603955,NonResidential,Self-Storage Facility,Self-Storage Facility,1915,1,3,4.5,39952,,57133.19922,MINI WAREHOUSE,39952,28358,1,AVERAGE,WOOD FRAME,1980,Yes,NO HEAT,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,3,1915
2770604035,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1963,1,4,70.40000153,28674,84,706505.6875,GOLFCREST APARTMENTS,28674,23989,1,AVERAGE,WOOD FRAME,1990,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1963
2770604120,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1962,1,3,78.90000153,21240,71,533370.625,FOUNTAIN COURT APTS,21240,20030,1,AVERAGE,WOOD FRAME,1990,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1962
2770604820,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1990,1,4,89.59999847,115575,68,4337107.5,WHARFSIDE POINTE,77596,48341,1,GOOD,WOOD FRAME,2005,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,4,1990
2770604870,NonResidential,Small- and Mid-Sized Office,Office,1961,1,2,99.30000305,20022,80,657385.8125,OFFICE/daycare/WAREHOUSE,20022,20022,1,AVERAGE,MASONRY,1985,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1961
2770605690,NonResidential,Distribution Center,Distribution Center,1960,1,2,31.799999239999998,36498,89,520011.8125,WAREHOUSE,36498,36498,1,AVERAGE,MASONRY,1980,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1960
2770606119,NonResidential,Distribution Center,Distribution Center,1968,1,1,31.200000760000002,35946,,469499.8125,WAREHOUSE-TILT UP-DOCK HIGH,35946,35946,1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1968
2770606573,NonResidential,Small- and Mid-Sized Office,Office,2007,1,4,105.3000031,30152,96,845044.125,OFFICE SUITES & APARTMENT,30152,19668,1,AVERAGE,WOOD FRAME,2007,Yes,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,2007
2771100445,NonResidential,Small- and Mid-Sized Office,Office,1979,1,4,105.6999969,22365,71,727385.8125,OFFICE BUILDING,22365,18441,1,AVERAGE,WOOD FRAME,2003,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,1979
2771100510,NonResidential,Small- and Mid-Sized Office,Office,1994,1,4,94.09999847,30172,82,904059.875,OFFICE BUILDING,30172,16596,1,AVERAGE/GOOD,MASONRY,1998,,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,1994
2767701375,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,98.19999695,75638,76,1568550.75,Gallagher Apartments,75638,44339,1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,6,2008
2767701580,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1988,1,3,74.90000153,23466,,442375.8125,CANAL PLACE,23466,14786,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1988
2767701615,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1990,1,5,119.5999985,30199,60,782494.3125,BRIDGE VIEW PLACE,30199,20540,1,AVERAGE,WOOD FRAME,2001,Yes,HOT WATER-RADIANT,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1990
2767702360,NonResidential,Warehouse,Non-Refrigerated Warehouse,1927,1,4,15.899999619999999,42500,100,241478.5938,INDUSTRIAL FLEX BUILDING,10181,10181,1,AVERAGE,MASONRY,1969,,SPACE HEATERS,1,100,WAREHOUSE SHOWROOM STORE (534),Rect or Slight Irreg,No,1,1928
2767702515,NonResidential,Small- and Mid-Sized Office,Office,1901,1,4,166.1000061,23032,,1121537.75,OFFICE BUILDING,12463,8410,1,AVERAGE,MASONRY,1995,Yes,HOT WATER,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,1906
2767702915,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,134.5,197368,28,8287440.5,Retirement Home,197368,197368,1,GOOD,WOOD FRAME,2008,Yes,COMPLETE HVAC,1,100,HOME FOR THE ELDERLY (330),Long Rect or Irreg,Yes,6,2008
2767702960,NonResidential,Other,Other,1900,1,3,262.7999878,45750,,7240274,HEALTH CLUB,17760,12846,1,AVERAGE,MASONRY,1995,Yes,HEAT PUMP,1,100,HEALTH CLUB (418),Rect or Slight Irreg,Yes,2,1980
2767703065,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1911,1,4,47.40000153,30200,100,698367.6875,CURTIS BLDG,30200,19138,1,AVERAGE,MASONRY,1985,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1911
2767703120,NonResidential,Small- and Mid-Sized Office,Office,1968,1,2,181.3999939,23500,26,1686405,Retail,23528,19254,1,AVERAGE,MASONRY,1990,,HOT WATER,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,No,2,1968
2767703190,NonResidential,Small- and Mid-Sized Office,Office,1966,1,1,56.09999847,22282,93,579888.3125,MARINE SUPPLY WAREHOUSE,22282,22282,1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1966
2767703240,NonResidential,Self-Storage Facility,Self-Storage Facility,1902,1,2,39.59999847,24000,,502898.6875,Ballard Mini-Storage,24000,16642,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,2,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,2,1902
2767703445,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1964,1,4,84,36000,72,868859.8125,LESLEY MANOR,36000,27600,1,AVERAGE,WOOD FRAME,1995,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1964
2767703630,NonResidential,Mixed Use Property,Strip Mall,1909,1,3,153.1000061,27085,,1995131.75,MIXED USE OFFICE/RETAIL/APT,27085,17600,1,AVERAGE,MASONRY,1975,,HOT WATER,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,3,1909
2909000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1979,1,4,76.90000153,75154,70,1930938,,,,,,,,,,,,,,,,
2909230000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1987,1,3,79.80000305,24156,84,520206.6875,,,,,,,,,,,,,,,,
2910700000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1975,1,3,91.30000305,79963,13,2127534,,,,,,,,,,,,,,,,
2913200000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1979,1,3,68.90000153,20448,86,448600.5,,,,,,,,,,,,,,,,
2914700005,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1994,1,3,76.5,46439,,1427294.375,Salvation Army Housing,46439,32905,1,AVERAGE,WOOD FRAME,2004,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1994
2916200013,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1988,1,4,65.69999695,57693,91,1207092.75,51 UNIT APT BLDG,57693,37230,1,AVERAGE,WOOD FRAME,2002,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1988
2918200061,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1995,1,3,106.8000031,26040,39,885865.875,GREENWOOD TWO,26040,25872,1,AVERAGE,WOOD FRAME,2004,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1995
2826049024,Nonresidential COS,Other,Other - Recreation,1996,0,2,402.5,29258,,8086943.5,Community Center with Pool,29258,29258,1,AVERAGE/GOOD,STRUCTURAL STEEL,1996,,FORCED AIR UNIT,1,100,FITNESS CENTER (483),Long Rect or Irreg,Yes,2,1996
2826049043,NonResidential,Small- and Mid-Sized Office,Office,1931,1,2,152.6000061,37500,58,2235765.5,OFFICE BUILDING,37500,29320,1,AVERAGE,MASONRY,1978,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1931
2826049119,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1990,1,3,140.1000061,28392,56,1212883.75,28 UNIT MIXED USE APT,39778,25146,1,GOOD,WOOD FRAME,2005,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1990
2832100190,NonResidential,K-12 School,K-12 School,1930,1,3,104.9000015,23983,61,1164364.75,BLISS HALL CLASSROOMS,23983,23983,1,GOOD,MASONRY,1980,Yes,HOT WATER,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,3,1930
2840201475,NonResidential,Distribution Center,Distribution Center,1980,1,1,60.09999847,24100,22,809870.8125,WHSE-MULTI TENANT,24100,24100,1,AVERAGE,REINFORCED CONCRETE,1980,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1980
2858600090,NonResidential,Worship Facility,Worship Facility,1971,1,1,13.30000019,23772,100,100841.7031,CHARTER SCHOOL,23772,23772,1,AVERAGE,MASONRY,2010,,FORCED AIR UNIT,1,100,Alternative School (156),Rect or Slight Irreg,No,1,1971
2861400000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1979,1,3,120.8000031,24371,10,781682.5,,,,,,,,,,,,,,,,
2862100610,NonResidential,K-12 School,K-12 School,2004,3,2,144.8999939,31343,5,3846501.25,east bld,18324,18324,1,AVERAGE,MASONRY,1980,,FORCED AIR UNIT,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1914
2863000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1980,1,4,70.30000305,34142,79,764832.6875,24 UNIT CONDO,2800,2800,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,(unknown),1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,,4,1980
2867200000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1995,1,5,78.59999847,32927,62,1137513.625,,,,,,,,,,,,,,,,
2867400000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1979,1,27,108.5999985,117069,,5952875,107RES UNITS+3COML UNITS+1MGR UT,5428,5428,1,GOOD,REINFORCED CONCRETE,1990,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,27,1979
2867600000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1996,1,6,73.80000305,30713,,783651.5,MIXED USE,4139,4139,1,GOOD,REINFORCED CONCRETE,2000,No,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,,6,1996
2878900000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2003,1,6,80.80000305,125774,,2735056,GREEN LAKE CONDOMINIUM,20542,20542,1,GOOD,MASONRY,2003,Yes,HEAT PUMP,2,100,"CONDO, RETAIL (846)",Very Irreg,Yes,6,2003
2886200375,NonResidential,Mixed Use Property,Parking,1996,1,3,232.6999969,55912,,2450442.75,MIXED USE RETAIL & OFFICE BUILDING,57114,30808,1,AVERAGE,WOOD FRAME,1996,Yes,HEAT PUMP,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,1996
2771100555,NonResidential,Other,Other,1957,1,2,145.1000061,20294,,1735995.75,LIGHT INDUSTRIAL BUILDING,20294,20294,1,AVERAGE,WOOD FRAME,1998,,STEAM,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,1957
2771100895,NonResidential,Small- and Mid-Sized Office,Office,1983,1,4,168.3000031,40571,64,1286817.375,FOUR STORY OFFICE BUILDING,40571,23958,1,GOOD,MASONRY,1998,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,1983
2771100925,NonResidential,Small- and Mid-Sized Office,Office,1983,1,4,132.1999969,41707,78,1755788.5,OFFICE BUILDING,41707,22141,1,AVERAGE/GOOD,REINFORCED CONCRETE,1998,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1983
2771102250,NonResidential,Mixed Use Property,Office,1960,1,2,102.0999985,57644,,2189735,AUTOREPAIR AND OFFICE,57644,57644,1,AVERAGE,MASONRY,1990,No,HOT WATER-RADIANT,3,100,AUTOMOTIVE CENTER (410),Rect or Slight Irreg,Yes,2,1946
2771102515,NonResidential,Warehouse,Non-Refrigerated Warehouse,1955,1,2,116.3000031,39497,9,1700057.375,WHSE,39497,39497,1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1955
2771104420,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2001,1,3,60.09999847,69881,88,1544146.625,"Multiple Residence Bldg ""B""",22080,16294,1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,,3,2001
2771106030,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1991,1,5,66.40000153,38255,99,934980.875,GILMAN TERRACE APTS,62466,38682,1,AVERAGE/GOOD,WOOD FRAME,2008,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1991
2771108040,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1963,1,3,87,21094,78,584575.625,RALEIGH HOUSE,21094,19024,1,AVERAGE,WOOD FRAME,1990,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1963
2771600390,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1988,1,7,99.69999695,28799,89,720516.125,MAGNOLIA COURT,28799,19290,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,1988
2923000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1992,1,4,97.69999695,34813,83,867456.875,30 UNIT CONDO & 4 office CONDO,3990,3990,1,AVERAGE,WOOD FRAME,1992,Yes,FORCED AIR UNIT,1,100,"CONDO, OFFICE (845)",Long Rect or Irreg,Yes,4,1992
