parcelId,BuildinDescription,ENERGYSTARScore,SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode,SiteEnergyUseLog
3812400550,Public Elementary School,92,2128459,78,67371,AVERAGE,WOOD FRAME,14,14,,ELECTRIC WALL,1,ELEMENTARY SCHOOL (ENTIRE) (365),Very Irreg,Yes,2,365,ELECTRIC WALL,14.570908801673466
3821700041,Apartments,67,1967434.5,98.40000153,93087,AVERAGE/GOOD,WOOD FRAME,11,36,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC WALL,14.49224096774114
3821700080,Andante HOUSE-68 UNITS & OFFICES,55,2299535.25,106.8000031,86835,AVERAGE,MASONRY,27,53,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,14.648217595264061
3821700111,CLOCKTOWER APTS - 140 UNITS,42,3776252.25,104,128649,AVERAGE/GOOD,WOOD FRAME,13,28,Yes,WALL FURNACE,3,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,WALL FURNACE,15.144242607512037
3821700140,OFFICE BLDG,100,409578.4063,62.5,33580,AVERAGE,MASONRY,33,33,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR,12.922883632323598
3834000540,Mixed Use Affordable Senior Apartments,100,4217623,80.69999695,165914,AVERAGE,WOOD FRAME,8,8,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC,15.254782257173792
3834500015,15 UNIT MIXED USE,,530700.125,96.80000305,21388,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC,13.181952404353927
3834500415,SML OFFICES & WAREHOUSE,100,113130,12.30000019,21936,AVERAGE,WOOD FRAME,31,41,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,11.636292878920512
3834500515,Light Industrial Utility Building,,1045838.5,53.40000153,30160,AVERAGE,MASONRY,33,49,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,SPACE HEATERS,13.860329513980908
3834500625,Brookview Apts,81,648879.3125,84.90000153,37692,AVERAGE,WOOD FRAME,12,19,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,4,352,ELECTRIC,13.383002019225726
3834500690,VILLAGER APARTMENTS,70,745336.8125,73.69999695,31744,GOOD,WOOD FRAME,22,52,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.521591492511932
3865400010,PARK HILL APTS,41,872114.5,78.19999695,35000,AVERAGE,MASONRY,24,111,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL,13.678676001610512
3876900005,LA CHARME,30,1412424.25,77.90000153,36837,AVERAGE/GOOD,WOOD FRAME,24,88,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,14.1608181122461
3876900015,MERCEDES APTS,68,2466700.5,90.09999847,39520,AVERAGE,WOOD FRAME,23,88,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER,14.718391985628438
3876900040,LOLA APTS,63,1189942.75,63.90000153,41420,AVERAGE/GOOD,WOOD FRAME,24,89,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,13.989415754686728
3876900055,CHELAN APTS,89,1266387,77.69999695,20798,AVERAGE/GOOD,WOOD FRAME,24,88,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.051678522177236
3876900140,FRANCONIA APT,66,1870457.75,93.59999847,32693,AVERAGE,WOOD FRAME,28,88,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,14.441693744971797
3876900155,CARROLL TERRACE,17,835093.1875,117.5999985,22716,AVERAGE,WOOD FRAME,20,33,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.635298599402383
3876900165,PARKWING APTS,52,1820814.75,128.3999939,43477,GOOD,WOOD FRAME,17,51,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,14.414794623716135
3876900185,WESTROY APTS,93,644081.125,78.09999847,31040,AVERAGE/GOOD,WOOD FRAME,24,88,No,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,FORCED AIR UNIT,13.375579967649768
3879900155,CASTLE COURT APT 22 UNIT,68,829440.625,72.80000305,24280,AVERAGE,MASONRY,33,103,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER,13.6285068067861
3879900165,VAL ANNE APTS 48 UNIT,83,888593.6875,76,36732,AVERAGE,WOOD FRAME,30,60,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.697395365587454
3879900235,37 UNIT APARTMENT,79,1790148.625,61.29999924,41137,AVERAGE,MASONRY,28,89,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,14.397809205096335
3879900285,24  UNIT,91,740230.375,67.30000305,21234,AVERAGE,WOOD FRAME,33,105,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,13.514716734298661
3879900295,FAIRVIEW APTS,87,652429.875,79.80000305,29454,AVERAGE,WOOD FRAME,28,56,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL,13.388458941139168
3879900305,THE TIKI,87,602191.1875,73.90000153,25596,AVERAGE,WOOD FRAME,28,56,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.308330261080117
3879900325,EDGECLIFF APTS,83,999924.3125,67,23120,AVERAGE,WOOD FRAME,30,70,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.81543486759983
3879900340,JEM-WEY APARTMENTS,83,1313366,105.1999969,39212,AVERAGE,MASONRY,30,60,No,HOT WATER-RADIANT,2,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER-RADIANT,14.088103865393123
3879900375,26 UNIT,76,536511.5,76.30000305,22093,AVERAGE,WOOD FRAME,25,58,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL,13.19284327605149
3879900435,COMMERCIAL WITH APTS,87,679565.625,96.5,22113,AVERAGE,WOOD FRAME,33,112,,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,2,300,ELECTRIC WALL,13.42920908627639
3879900465,OFFICE BUILDING,69,2190460,175.5,57110,AVERAGE,REINFORCED CONCRETE,28,34,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HEAT PUMP,14.599622125398282
3879900500,DEL ROY APARTMENTS,51,982153.875,76.40000153,40370,AVERAGE,MASONRY,43,104,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.79750327058049
3879900590,CHANDLER HALL APTS,70,3245598,96,51150,AVERAGE,MASONRY,31,94,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.992810174655304
3879900620,THE QUEENSBOROUGH,96,5838129,105.8000031,129860,AVERAGE,REINFORCED CONCRETE,25,68,Yes,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,8,352,HOT WATER,15.579920926760499
3879900640,MIXED USE OFFICE/RETAIL/THEATER,,873711.125,66,34976,AVERAGE,MASONRY,38,106,,HOT WATER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,840,HOT WATER,13.680505079408736
3879900650,HAMRICK APTS,51,1351808.75,83.90000153,22604,AVERAGE,WOOD FRAME,30,71,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.116954068478455
3879900670,DE LA MAR APTS,28,2942890.75,84.30000305,46296,GOOD,MASONRY,30,109,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER,14.894902904542203
3879900685,36 UNIT,90,961476.1875,69.09999847,36282,AVERAGE,WOOD FRAME,23,89,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER,13.776225077713649
3879900720,OLYMPIC WEST APTS,54,2338567.75,139.6000061,54820,LOW/AVERAGE,REINFORCED CONCRETE,24,48,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,9,300,ELECTRIC WALL,14.665049227291378
3879900925,43 UNIT APT,100,761504.875,64.09999847,44016,AVERAGE,MASONRY,30,58,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC WALL,13.543051853135339
3879900965,34 UNIT APT,73,1648730.5,72.69999695,31552,AVERAGE/GOOD,WOOD FRAME,24,88,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER,14.315516155801946
3879901010,OLYMPIC ARMS & GRAYSON,96,1355062.75,68.30000305,29533,AVERAGE/GOOD,MASONRY,22,93,No,HEAT PUMP,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HEAT PUMP,14.119358321186764
3879901040,VIKING APT,30,1493131.75,98.80000305,20688,AVERAGE,MASONRY,28,88,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.21638631777196
3879901050,HALLMARK APTS,49,1385975.75,84,22972,AVERAGE,MASONRY,30,72,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.141914962186426
3879901430,LOW INCOME ELDERLY APT,85,1342943.25,86,49034,AVERAGE,WOOD FRAME,20,33,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,14.110374218469595
3879901620,CO-OP APT,91,611911.5,71.09999847,33164,AVERAGE,WOOD FRAME,28,56,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,13.324342943194603
3879901715,Apartment with L/W units- 123 UNITS,91,2309007.25,73.5,118344,AVERAGE,WOOD FRAME,4,4,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC,14.6523282282191
3879901915,CHELSEA COURT APTS,57,1208168.75,98.80000305,38407,GOOD,MASONRY,30,111,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,14.00461634142925
3879901925,SKYLINE HOUSE APTS,86,4409881.5,91.59999847,88422,AVERAGE,REINFORCED CONCRETE,31,63,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HOT WATER,15.299358376313704
3879901970,KINNEAR APTS,100,910639.1875,37.20000076,34498,LOW/AVERAGE,MASONRY,43,111,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER,13.721902035769059
3879902265,North Building,77,9683979,204,242686,GOOD,REINFORCED CONCRETE,10,10,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,COMPLETE HVAC,16.085983428512332
3881900570,CHURCH,98,470666.6875,32.79999924,22952,AVERAGE/GOOD,WOOD FRAME,34,55,,HEAT PUMP,1,CHURCH (309),Rect or Slight Irreg,No,2,309,HEAT PUMP,13.06190545263067
3902100225,MIXED USE APT/RETAIL,,2022990.625,84,108066,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,COMPLETE HVAC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,COMPLETE HVAC,14.52008748193252
3902100255,CONTINENTAL APTS,,664913.875,78.69999695,26528,AVERAGE,WOOD FRAME,26,51,Yes,HOT WATER-RADIANT,1,APARTMENT (300),Long Rect or Irreg,No,4,300,HOT WATER-RADIANT,13.407412799972485
3918400175,LAR-LIN MANOR APTS 24-UNITS,88,745575,67.19999695,25914,AVERAGE/GOOD,WOOD FRAME,17,51,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.521911011748456
3929900010,OFFICE BUILDING,55,904236,129,23250,AVERAGE,WOOD FRAME,33,51,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,FORCED AIR UNIT,13.714845667250476
3929900060,GENESEE PARK APTS,25,1517410.5,113.1999969,42090,AVERAGE,WOOD FRAME,26,51,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL,14.232515821593289
3957900060,WAREHOUSE,63,2551022.25,77.90000153,50832,AVERAGE,MASONRY,33,61,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,14.752004719155687
3957900098,WAREHOUSE,32,2794837,139.6999969,30000,AVERAGE,MASONRY,58,58,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.84328434444499
3958900065,WHSE,,1791697.75,94.09999847,45036,AVERAGE,MASONRY,48,56,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,14.39867419199661
3958900565,WAREHOUSE,70,2843033.5,116.4000015,76354,AVERAGE,MASONRY,38,47,,COMPLETE HVAC,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,COMPLETE HVAC,14.860382173891185
3958900645,WHSE,12,3064039.5,148.5,31569,AVERAGE,MASONRY,48,56,,NO HEAT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,NO HEAT,14.93524470140443
3958900650,DK HI,57,177812.7969,24.799999239999998,22509,AVERAGE,MASONRY,43,62,,NO HEAT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,NO HEAT,12.088486573037773
3958900786,WHSE,75,1073156.375,51,39984,AVERAGE,MASONRY,48,62,,NO HEAT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,NO HEAT,13.886114747247834
3958900851,WAREHOUSE,65,2831565.5,81.19999695,98480,AVERAGE,MASONRY,19,62,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.856340296883664
3993000000,LOW - INCOME DISABLED HOUSING,54,2473962.5,133.8999939,56745,AVERAGE,WOOD FRAME,9,9,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC,14.721331674180242
3997700000,Lake City Park Place,99,1019830.375,70.5,55977,AVERAGE/GOOD,WOOD FRAME,8,21,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,13.83514687241163
4077800532,NURSING HOME,95,1981360,161,22583,AVERAGE/GOOD,WOOD FRAME,23,64,,COMPLETE HVAC,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,No,1,313,COMPLETE HVAC,14.499294035571253
4077800562,27 UNIT APT,,685310.875,99.09999847,21712,AVERAGE,WOOD FRAME,22,40,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.437627846410503
4083300140,RETAIL/APTS,75,3441643.25,168.3000031,53002,AVERAGE,WOOD FRAME,28,114,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER,15.051459604246022
4083300310,OFFICE BUILDING WITH PARKING BASEMENT,35,2305643.5,228.5,31686,AVERAGE,REINFORCED CONCRETE,38,21,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP,14.65087037115559
4083306580,OFFICE,92,720170.6875,90.80000305,26694,GOOD,WOOD FRAME,18,37,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HEAT PUMP,13.487243528868763
4083800835,SCHOOL,92,1594733.625,77.30000305,33300,GOOD,WOOD FRAME,43,108,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER,14.28221727398439
4083802815,SUPERMARKET,29,9232576,694,28808,AVERAGE,MASONRY,28,61,Yes,SPACE HEATERS,1,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,446,SPACE HEATERS,16.038248657464848
4088802666,Gilead Sciences Bldg. (Alexandria R.E.),,22530168,503.6000061,175918,GOOD/EXCELLENT,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,LABORATORIES (496),Very Irreg,Yes,3,496,COMPLETE HVAC,16.930365769104995
4088802669,Office,,6197824.5,695.2999878,37639,AVERAGE/GOOD,STRUCTURAL STEEL,20,20,,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,,3,344,COMPLETE HVAC,15.639708901343264
4088802925,LABORATORY/OFFICE,NULL,19155416,451,169785,AVERAGE,REINFORCED CONCRETE,28,98,Yes,WARMED AND COOLED AIR,1,LABORATORIES (496),Rect or Slight Irreg,Yes,3,496,WARMED AND COOLED AIR,16.76809605344828
4088802955,SILVER CLOUD INN LAKE UNION,79,9373179,148.1999969,123920,GOOD,REINFORCED CONCRETE,20,20,Yes,PACKAGE UNIT,1,"HOTEL, LIMITED (332)",Very Irreg,Yes,5,332,PACKAGE UNIT,16.053362870953716
4088803010,RESTAURANT/OFFFICE/MARINA,,3717064,318.2000122,26519,AVERAGE,MASONRY,33,40,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,HEAT PUMP,15.128444667317867
4088803045,"BLDG ""A"" RESTAURANT & RETAIL",,15480681,700.2999878,34639,GOOD,WOOD FRAME,28,30,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,HEAT PUMP,16.555103417406286
4088803530,MAINTENANCE SHOP,,430473.6875,25.10000038,50292,AVERAGE,MASONRY,53,92,,HOT WATER,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,2,528,HOT WATER,12.972641480192191
4088803586,COURTYARD MARRIOTT- SEATTLE,76,11171988,164.5,207656,AVERAGE/GOOD,REINFORCED CONCRETE,18,20,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,7,841,HEAT PUMP,16.22892013193277
4088803750,LK UNION OFFICE BUILDING,70,5662234,189.3000031,94002,AVERAGE,REINFORCED CONCRETE,38,48,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,7,344,WARMED AND COOLED AIR,15.549329071952593
4088803835,RESTAURANT & OFFICES,,6584966.5,366.3999939,34072,AVERAGE,STRUCTURAL STEEL,33,56,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,WARMED AND COOLED AIR,15.700299805826912
4088803945,OFFICE BLDG,77,840549.375,120.4000015,23355,AVERAGE,WOOD FRAME,20,69,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,WARMED AND COOLED AIR,13.641810974900164
4088803975,OFFICE BLDG,30,3542708.5,251.6000061,30840,AVERAGE,WOOD FRAME,43,53,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,344,FORCED AIR UNIT,15.080402105554573
4088804350,Retail,,3768900.5,372.2999878,29498,AVERAGE/GOOD,WOOD FRAME,8,50,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,SPACE HEATERS,15.142293872325313
4088804520,WHSE,27,466672.6875,63.59999847,23050,AVERAGE,WOOD FRAME,38,80,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,13.053383407619865
4088804565,OFFICE,45,3168131,226.6000061,48350,AVERAGE,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,820,COMPLETE HVAC,14.968652382071625
4092300005,RETAIL,82,1582655.875,98.59999847,46059,AVERAGE,MASONRY,38,88,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS,14.27461492735985
4092300140,KELLY ANNE APTS,97,602148,81.59999847,32331,AVERAGE,WOOD FRAME,12,32,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,13.308258541251574
4092300345,THE HAZELTON APARTMENTS,82,522880.0938,77.80000305,40152,AVERAGE,WOOD FRAME,17,30,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,13.16710745060477
4092300375,CAMPUS VIEW APTS,80,967082,95.59999847,42189,AVERAGE,WOOD FRAME,17,32,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL,13.782038569185653
4092300780,MAPLEWOOD APT,95,574575.375,75.19999695,30964,AVERAGE,WOOD FRAME,15,33,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.261386568709229
4092300810,40 UNIT APT BLDG,98,921597.875,84.19999695,40090,AVERAGE,WOOD FRAME,15,35,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.733864263148536
4092300860,24 UNIT APT BLDG,92,664357.375,94.09999847,31034,AVERAGE,WOOD FRAME,12,31,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,13.406575499034078
4092301205,MULTI RES,,416566.1875,79,24153,AVERAGE,WOOD FRAME,17,28,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,12.939800641529038
4092301481,KELSEY APARTMENTS,92,1056269.125,98.09999847,47332,AVERAGE,WOOD FRAME,12,32,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,13.870253563998476
4092301550,TELEPHONE EQUIPMENT BLDG,,5078204,590.0999756,28586,AVERAGE,REINFORCED CONCRETE,53,56,,WARMED AND COOLED AIR,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,WARMED AND COOLED AIR,15.440468213736409
4092301630,PORTAGE BAY APTS,96,934621.1875,80.19999695,46689,AVERAGE,WOOD FRAME,12,32,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC WALL,13.747896579117757
4092302015,60 unit apt,100,728167,87.09999847,21267,AVERAGE,WOOD FRAME,4,4,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC,13.49828569647607
4092302105,Apartment,100,1038351.875,83.30000305,30649,AVERAGE,WOOD FRAME,4,4,Yes,WALL FURNACE,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,WALL FURNACE,13.853145278519001
4114601420,TRINITY SHORES APTS,34,942636.6875,114,25966,GOOD,MASONRY,26,59,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,352,ELECTRIC WALL,13.756436214314173
4206900485,OFFICE,23,2188051.25,261.3999939,44510,AVERAGE,MASONRY,11,11,Yes,FORCED AIR UNIT,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,FORCED AIR UNIT,14.598521865467239
4206900675,Multiple Residence,90,609921.6875,68.09999847,23341,GOOD,WOOD FRAME,8,29,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,4,352,ELECTRIC,13.321085846760388
4232400480,19 UNIT APARTMENT,,1257144.75,84.19999695,20064,AVERAGE,MASONRY,26,96,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,HOT WATER,14.044353636073806
4232400680,34-UNIT APT,51,2192111.5,88.69999695,33430,AVERAGE/GOOD,WOOD FRAME,25,107,No,HOT WATER,2,APARTMENT (300),Very Irreg,No,4,300,HOT WATER,14.600375792544693
4232401360,Mixed Use Retail/Office/Apts,,740786,86.40000153,28878,AVERAGE,WOOD FRAME,11,17,Yes,HEAT PUMP,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,459,HEAT PUMP,13.515467063647407
4232401365,RETAIL,,1607972.25,148.1000061,21656,GOOD,MASONRY,28,71,,ELECTRIC WALL,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,ELECTRIC WALL,14.290484471109451
4232903850,The GILBERT APARTMENTS,76,1803753.25,42.90000153,87261,GOOD,PREFAB STEEL,7,13,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,4,459,ELECTRIC,14.405380190870396
4235400735,THE MAGNOLIA,69,705621.6875,86.30000305,34854,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,ELECTRIC WALL,13.466834519455205
4240400005,SCHOOL BUILDINGS A & B,89,2284133.75,84.30000305,67235,AVERAGE/GOOD,MASONRY,13,19,,WARMED AND COOLED AIR,2,ELEMENTARY SCHOOL (ENTIRE) (365),Long Rect or Irreg,Yes,2,365,WARMED AND COOLED AIR,14.641497407588153
4310701210,OFFICE BUILDING,77,954352.6875,98,25111,AVERAGE,MASONRY,33,36,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP,13.768788575506884
4310701525,CAROLYN COURT APTS,98,408807,72.5,23448,AVERAGE,WOOD FRAME,17,29,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,12.920998441012701
4311050000,Mixed Use Apartment,14,1392299.75,179.3000031,39286,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC,14.146467434338359
4315700727,WEST WINDS APTS,41,675611.375,92.30000305,22984,AVERAGE,WOOD FRAME,28,55,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL,13.423373300659774
