SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode
1981360,161,22583,AVERAGE/GOOD,WOOD FRAME,23,64,,COMPLETE HVAC,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,No,1,313,COMPLETE HVAC
685310.875,99.09999847,21712,AVERAGE,WOOD FRAME,22,40,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
3441643.25,168.3000031,53002,AVERAGE,WOOD FRAME,28,114,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER
2305643.5,228.5,31686,AVERAGE,REINFORCED CONCRETE,38,21,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP
720170.6875,90.80000305,26694,GOOD,WOOD FRAME,18,37,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HEAT PUMP
1594733.625,77.30000305,33300,GOOD,WOOD FRAME,43,108,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER
9232576,694,28808,AVERAGE,MASONRY,28,61,Yes,SPACE HEATERS,1,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,446,SPACE HEATERS
22530168,503.6000061,175918,GOOD/EXCELLENT,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,LABORATORIES (496),Very Irreg,Yes,3,496,COMPLETE HVAC
6197824.5,695.2999878,37639,AVERAGE/GOOD,STRUCTURAL STEEL,20,20,,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,,3,344,COMPLETE HVAC
19155416,451,169785,AVERAGE,REINFORCED CONCRETE,28,98,Yes,WARMED AND COOLED AIR,1,LABORATORIES (496),Rect or Slight Irreg,Yes,3,496,WARMED AND COOLED AIR
9373179,148.1999969,123920,GOOD,REINFORCED CONCRETE,20,20,Yes,PACKAGE UNIT,1,"HOTEL, LIMITED (332)",Very Irreg,Yes,5,332,PACKAGE UNIT
3717064,318.2000122,26519,AVERAGE,MASONRY,33,40,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,HEAT PUMP
15480681,700.2999878,34639,GOOD,WOOD FRAME,28,30,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,HEAT PUMP
430473.6875,25.10000038,50292,AVERAGE,MASONRY,53,92,,HOT WATER,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,2,528,HOT WATER
11171988,164.5,207656,AVERAGE/GOOD,REINFORCED CONCRETE,18,20,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,7,841,HEAT PUMP
5662234,189.3000031,94002,AVERAGE,REINFORCED CONCRETE,38,48,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,7,344,WARMED AND COOLED AIR
6584966.5,366.3999939,34072,AVERAGE,STRUCTURAL STEEL,33,56,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,WARMED AND COOLED AIR
840549.375,120.4000015,23355,AVERAGE,WOOD FRAME,20,69,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,WARMED AND COOLED AIR
3542708.5,251.6000061,30840,AVERAGE,WOOD FRAME,43,53,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,344,FORCED AIR UNIT
3768900.5,372.2999878,29498,AVERAGE/GOOD,WOOD FRAME,8,50,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,SPACE HEATERS
466672.6875,63.59999847,23050,AVERAGE,WOOD FRAME,38,80,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
3168131,226.6000061,48350,AVERAGE,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,820,COMPLETE HVAC
1582655.875,98.59999847,46059,AVERAGE,MASONRY,38,88,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS
602148,81.59999847,32331,AVERAGE,WOOD FRAME,12,32,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
522880.0938,77.80000305,40152,AVERAGE,WOOD FRAME,17,30,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
967082,95.59999847,42189,AVERAGE,WOOD FRAME,17,32,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL
574575.375,75.19999695,30964,AVERAGE,WOOD FRAME,15,33,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
921597.875,84.19999695,40090,AVERAGE,WOOD FRAME,15,35,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
664357.375,94.09999847,31034,AVERAGE,WOOD FRAME,12,31,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
416566.1875,79,24153,AVERAGE,WOOD FRAME,17,28,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1056269.125,98.09999847,47332,AVERAGE,WOOD FRAME,12,32,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
5078204,590.0999756,28586,AVERAGE,REINFORCED CONCRETE,53,56,,WARMED AND COOLED AIR,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,WARMED AND COOLED AIR
934621.1875,80.19999695,46689,AVERAGE,WOOD FRAME,12,32,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC WALL
728167,87.09999847,21267,AVERAGE,WOOD FRAME,4,4,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC
1038351.875,83.30000305,30649,AVERAGE,WOOD FRAME,4,4,Yes,WALL FURNACE,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,WALL FURNACE
942636.6875,114,25966,GOOD,MASONRY,26,59,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,352,ELECTRIC WALL
2188051.25,261.3999939,44510,AVERAGE,MASONRY,11,11,Yes,FORCED AIR UNIT,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,FORCED AIR UNIT
609921.6875,68.09999847,23341,GOOD,WOOD FRAME,8,29,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,4,352,ELECTRIC
1257144.75,84.19999695,20064,AVERAGE,MASONRY,26,96,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,HOT WATER
2192111.5,88.69999695,33430,AVERAGE/GOOD,WOOD FRAME,25,107,No,HOT WATER,2,APARTMENT (300),Very Irreg,No,4,300,HOT WATER
740786,86.40000153,28878,AVERAGE,WOOD FRAME,11,17,Yes,HEAT PUMP,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,459,HEAT PUMP
1607972.25,148.1000061,21656,GOOD,MASONRY,28,71,,ELECTRIC WALL,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,ELECTRIC WALL
1803753.25,42.90000153,87261,GOOD,PREFAB STEEL,7,13,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,4,459,ELECTRIC
705621.6875,86.30000305,34854,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,ELECTRIC WALL
2284133.75,84.30000305,67235,AVERAGE/GOOD,MASONRY,13,19,,WARMED AND COOLED AIR,2,ELEMENTARY SCHOOL (ENTIRE) (365),Long Rect or Irreg,Yes,2,365,WARMED AND COOLED AIR
954352.6875,98,25111,AVERAGE,MASONRY,33,36,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP
408807,72.5,23448,AVERAGE,WOOD FRAME,17,29,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
1392299.75,179.3000031,39286,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC
675611.375,92.30000305,22984,AVERAGE,WOOD FRAME,28,55,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL
568381.6875,76.90000153,26342,AVERAGE,WOOD FRAME,24,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
683307.375,82.80000305,26498,AVERAGE,WOOD FRAME,28,54,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
727775.8125,79.69999695,28683,AVERAGE,WOOD FRAME,22,40,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
1194835.5,73.09999847,51908,AVERAGE,WOOD FRAME,17,32,Yes,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1071220.75,78.5,46339,AVERAGE,WOOD FRAME,17,31,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,WALL FURNACE
920068.875,66.69999695,43245,AVERAGE,WOOD FRAME,17,31,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,WALL FURNACE
1730542.25,92,56800,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
861643.6875,67.80000305,29079,AVERAGE,WOOD FRAME,28,63,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,1,309,FORCED AIR UNIT
726917.5,118.6999969,28848,AVERAGE,MASONRY,18,36,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR
1396280.25,127.0999985,44432,AVERAGE/GOOD,WOOD FRAME,7,14,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC
839362,80.90000153,23671,AVERAGE/GOOD,MASONRY,19,92,No,HOT WATER-RADIANT,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,HOT WATER-RADIANT
2720238.25,287.7999878,20410,AVERAGE,WOOD FRAME,23,23,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,FORCED AIR UNIT
491218,61.29999924,25160,AVERAGE/GOOD,WOOD FRAME,19,45,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
624269.625,74.69999695,26254,AVERAGE,WOOD FRAME,23,47,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
8521989,483.7000122,34074,GOOD/EXCELLENT,MASONRY,27,27,Yes,HEAT PUMP,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,3,313,HEAT PUMP
744234.5,82.90000153,35835,AVERAGE,WOOD FRAME,22,41,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
675446.875,81.69999695,25959,GOOD,WOOD FRAME,26,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
552401.1875,68.5,25326,GOOD,WOOD FRAME,22,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
770345.625,65.19999695,37086,GOOD,WOOD FRAME,22,51,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
1161312.5,86.30000305,23705,GOOD,WOOD FRAME,22,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
1242478.75,96.19999695,40560,GOOD,WOOD FRAME,17,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,5,300,ELECTRIC WALL
1188994.625,83.5,44687,GOOD,WOOD FRAME,17,50,No,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,5,300,ELECTRIC WALL
847298.8125,82,32441,GOOD,WOOD FRAME,14,45,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,5,300,ELECTRIC WALL
772379.3125,72.5,33466,GOOD,WOOD FRAME,14,45,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,5,300,ELECTRIC WALL
830286.5,72.09999847,36178,GOOD,WOOD FRAME,14,45,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,5,300,ELECTRIC WALL
677476.6875,71.90000153,29588,GOOD,WOOD FRAME,14,44,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
756908.8125,68.69999695,34602,GOOD,WOOD FRAME,14,44,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
1252323.875,42.29999924,93020,AVERAGE,MASONRY,38,44,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
655422.375,57.29999924,24291,AVERAGE,MASONRY,48,65,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
13133225,578.7000122,61053,AVERAGE,MASONRY,16,16,,HEAT PUMP,1,SUPERMARKET (446),Long Rect or Irreg,Yes,1,446,HEAT PUMP
615327.8125,87.80000305,22045,AVERAGE/GOOD,WOOD FRAME,22,48,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
793060.875,67.09999847,37091,AVERAGE/GOOD,WOOD FRAME,13,28,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
522791.0938,63.09999847,30110,AVERAGE,WOOD FRAME,17,28,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
797170.3125,45.70000076,48179,GOOD,STRUCTURAL STEEL,12,12,Yes,SPACE HEATERS,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,6,525,SPACE HEATERS
646505.1875,80.19999695,25300,AVERAGE,WOOD FRAME,25,48,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
826416.5,178.8999939,26390,AVERAGE/GOOD,WOOD FRAME,10,25,Yes,FORCED AIR UNIT,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,352,FORCED AIR UNIT
526752.8125,79.80000305,20738,AVERAGE,MASONRY,38,60,,FORCED AIR UNIT,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,2,528,FORCED AIR UNIT
806370.3125,117.0999985,27344,AVERAGE/GOOD,WOOD FRAME,13,28,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,WALL FURNACE
2100813.5,103.5999985,63670,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
2654316,405.1000061,28385,AVERAGE/GOOD,REINFORCED CONCRETE,17,32,Yes,HEAT PUMP,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,341,HEAT PUMP
445943.8125,67.40000153,20736,AVERAGE/GOOD,MASONRY,25,111,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,2,352,HOT WATER
1645031.25,107.9000015,29243,AVERAGE,MASONRY,33,109,No,FORCED AIR UNIT,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,459,FORCED AIR UNIT
1071103.75,82.80000305,46351,AVERAGE/GOOD,WOOD FRAME,22,52,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,,6,300,ELECTRIC WALL
862945.125,89.80000305,36666,GOOD,WOOD FRAME,8,20,Yes,FORCED AIR UNIT,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,FORCED AIR UNIT
813152.625,103.4000015,20884,AVERAGE/GOOD,WOOD FRAME,26,58,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
794715.6875,91.5,31900,AVERAGE/GOOD,WOOD FRAME,18,40,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
430308.9063,33.59999847,28309,AVERAGE,MASONRY,38,100,,SPACE HEATERS,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,2,525,SPACE HEATERS
2799595,116.9000015,45500,AVERAGE,MASONRY,33,104,Yes,ELECTRIC WALL,1,"HOTEL, LIMITED (332)",Approx Square,Yes,4,332,ELECTRIC WALL
1357119.875,67.5,74211,LOW/AVERAGE,MASONRY,49,116,Yes,SPACE HEATERS,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,6,840,SPACE HEATERS
1677002.25,101.3000031,44558,AVERAGE,MASONRY,50,118,No,SPACE HEATERS,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,SPACE HEATERS
2058532.875,204.1000061,38376,GOOD,MASONRY,31,118,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HOT WATER
1883132,58.20000076,78779,AVERAGE/GOOD,MASONRY,22,118,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC
1544501.75,105.1999969,42804,AVERAGE,MASONRY,54,118,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
1764409.5,138.5,42534,AVERAGE,MASONRY,23,104,Yes,STEAM,1,MIXED USE RETAIL (830),Long Rect or Irreg,Yes,5,830,STEAM
1287497.375,108.0999985,33300,AVERAGE,MASONRY,31,118,Yes,STEAM,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM
188745.7031,15,22200,LOW/AVERAGE,MASONRY,63,118,Yes,NO HEAT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,3,406,NO HEAT
2830674.75,113.0999985,78920,EXCELLENT,MASONRY,18,114,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
6606832.5,188.1000061,99440,AVERAGE,MASONRY,31,112,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,WARMED AND COOLED AIR
2853189.5,140.3000031,73260,GOOD,MASONRY,28,111,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR
2178074.5,82.5,69817,AVERAGE/GOOD,MASONRY,39,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
1234813.25,96.90000153,50120,GOOD,MASONRY,23,113,Yes,COMPLETE HVAC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,7,459,COMPLETE HVAC
847097.8125,64.19999695,28142,AVERAGE,MASONRY,38,118,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER
2615973.5,165.1999969,28760,AVERAGE,MASONRY,48,118,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,FORCED AIR UNIT
713326.875,47.70000076,39030,AVERAGE,MASONRY,29,116,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
1217509.125,137.3000031,27838,AVERAGE,MASONRY,31,116,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
2094724.625,86.09999847,84750,AVERAGE/GOOD,MASONRY,31,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
881386.1875,121.1999969,22840,AVERAGE,MASONRY,37,118,Yes,ELECTRIC WALL,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,ELECTRIC WALL
810636.875,121.5999985,21420,LOW/AVERAGE,MASONRY,68,118,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS
3570161.75,186.1000061,75496,AVERAGE,MASONRY,32,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,STEAM WITHOUT BOILER
683274,102.8000031,20880,LOW COST,MASONRY,28,118,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS
548292.6875,64.30000305,38765,LOW COST,MASONRY,43,118,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,5,459,ELECTRIC
7655751,145.8000031,164380,AVERAGE,MASONRY,30,118,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,WARMED AND COOLED AIR
1063035.875,108.9000015,26000,GOOD,MASONRY,13,52,,COMPLETE HVAC,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,3,840,COMPLETE HVAC
5392617.5,159.3999939,95760,AVERAGE,MASONRY,28,118,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
541943.3125,51.59999847,36630,AVERAGE,MASONRY,53,88,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,STEAM WITHOUT BOILER
13568148,124.0999985,446261,GOOD,REINFORCED CONCRETE,18,20,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,8,344,COMPLETE HVAC
2099386.75,167.5,26830,AVERAGE,MASONRY,15,118,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HEAT PUMP
1141189.75,45.90000153,73320,LOW COST,MASONRY,68,116,Yes,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,406,SPACE HEATERS
1103594.75,82.69999695,41920,AVERAGE,MASONRY,32,112,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,5,344,STEAM WITHOUT BOILER
1537570.25,93,36879,GOOD,MASONRY,6,113,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC
1601955.625,131.3999939,29820,AVERAGE,MASONRY,48,114,Yes,HOT WATER,1,GROUP CARE HOME (424),Rect or Slight Irreg,No,6,424,HOT WATER
4471029,117.0999985,90959,AVERAGE,STRUCTURAL STEEL,10,11,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,13,300,ELECTRIC WALL
8692328,113.1999969,177364,AVERAGE,REINFORCED CONCRETE,34,110,Yes,STEAM WITHOUT BOILER,2,APARTMENT (300),Rect or Slight Irreg,No,11,300,STEAM WITHOUT BOILER
3212269,152.6000061,73470,AVERAGE,REINFORCED CONCRETE,38,109,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,HEAT PUMP
2080898.625,96.5,25027,LOW/AVERAGE,MASONRY,33,113,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER
1078535.75,124,33640,AVERAGE,MASONRY,32,113,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,WARMED AND COOLED AIR
7637986,156.8000031,181694,GOOD,STRUCTURAL STEEL,16,16,Yes,COMPLETE HVAC,1,MIXED USE OFFICE (840),Long Rect or Irreg,Yes,10,840,COMPLETE HVAC
1953919.875,49.09999847,91128,AVERAGE,WOOD FRAME,3,3,Yes,COMPLETE HVAC,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,COMPLETE HVAC
4207110.5,136.6999969,74327,AVERAGE,REINFORCED CONCRETE,22,39,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,12,300,ELECTRIC WALL
1323038.75,90.59999847,20304,AVERAGE,MASONRY,43,92,,STEAM,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,2,459,STEAM
981009.125,107,22480,AVERAGE,MASONRY,48,118,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,WARMED AND COOLED AIR
4857581.5,303.7999878,33018,AVERAGE,REINFORCED CONCRETE,33,93,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
987063.6875,94.30000305,26510,GOOD,MASONRY,15,48,,COMPLETE HVAC,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,COMPLETE HVAC
4486477,149.3000031,75477,AVERAGE,REINFORCED CONCRETE,22,39,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,8,300,ELECTRIC WALL
1539176.625,178.3000031,21600,GOOD,REINFORCED CONCRETE,25,25,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR
747456.875,79.59999847,20620,AVERAGE,MASONRY,38,109,,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,FORCED AIR UNIT
1319572.875,115.0999985,36000,AVERAGE,MASONRY,43,108,,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,4,459,ELECTRIC WALL
4133811,221.3999939,39493,AVERAGE,MASONRY,13,91,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,HEAT PUMP
2184336.75,130.1000061,47607,AVERAGE,MASONRY,19,108,Yes,HEAT PUMP,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HEAT PUMP
1200180.875,42.79999924,40552,LOW COST,MASONRY,38,108,,STEAM,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,5,332,STEAM
3776768.25,138.1999969,34848,AVERAGE,MASONRY,24,104,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER
